class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,f,y,y,Yes,a,f,close,broad,pink,e,r,s,scaly,w,w,p,white,o,pendant,k,scattered,paths
e,f,y,y,Yes,a,f,close,broad,white,e,r,s,scaly,w,w,p,white,o,pendant,k,solitary,paths
e,x,s,w,Yes,l,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,grasses
e,x,s,w,Yes,a,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,meadows
p,x,s,w,Yes,p,f,close,narrow,brown,e,e,s,smooth,w,w,p,white,o,pendant,k,several,urban
e,f,f,w,Yes,a,f,crowded,narrow,pink,t,b,s,smooth,w,w,p,white,o,pendant,u,several,woods
e,x,s,w,Yes,l,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,grasses
e,x,s,w,Yes,l,f,crowded,narrow,pink,t,b,s,smooth,w,w,p,white,o,pendant,u,several,woods
e,x,y,w,Yes,a,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,meadows
e,f,y,y,Yes,l,f,close,broad,white,e,r,s,scaly,w,w,p,white,o,pendant,k,solitary,paths
e,x,s,n,No,n,f,crowded,broad,pink,t,e,f,smooth,w,w,p,white,o,evanescent,k,scattered,grasses
e,f,y,y,Yes,a,f,close,broad,white,e,r,s,scaly,w,w,p,white,o,pendant,n,solitary,grasses
p,x,s,n,Yes,p,f,close,narrow,pink,e,e,s,smooth,w,w,p,white,o,pendant,n,scattered,grasses
e,s,f,n,No,n,f,close,narrow,gray,e,e,s,smooth,w,w,p,white,o,pendant,n,several,urban
e,b,y,y,Yes,l,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,meadows
e,b,s,w,Yes,l,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,grasses
e,b,y,w,Yes,l,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,meadows
e,f,f,n,No,n,f,close,narrow,black,e,e,s,smooth,w,w,p,white,o,pendant,n,several,urban
e,x,s,w,Yes,a,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,meadows
e,b,y,w,Yes,l,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,grasses
e,b,y,w,Yes,a,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,meadows
e,f,y,n,Yes,l,f,close,broad,white,e,r,s,scaly,w,w,p,white,o,pendant,n,scattered,grasses
p,x,y,w,Yes,p,f,close,narrow,black,e,e,s,smooth,w,w,p,white,o,pendant,k,several,grasses
e,x,s,w,Yes,a,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,grasses
e,x,y,w,Yes,a,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,meadows
e,f,f,w,Yes,l,f,crowded,narrow,white,t,b,s,smooth,w,w,p,white,o,pendant,u,several,woods
e,f,f,g,No,n,f,close,narrow,gray,e,e,s,smooth,w,w,p,white,o,pendant,k,several,urban
e,f,s,g,No,n,f,crowded,broad,pink,t,e,s,smooth,w,w,p,white,o,evanescent,k,abundant,grasses
e,x,y,y,Yes,a,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,meadows
e,b,s,w,Yes,a,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,meadows
p,f,y,n,Yes,p,f,close,narrow,white,e,e,s,smooth,w,w,p,white,o,pendant,k,scattered,urban
e,x,s,w,Yes,l,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,meadows
p,f,s,n,Yes,p,f,close,narrow,white,e,e,s,smooth,w,w,p,white,o,pendant,k,several,urban
e,x,y,w,Yes,l,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,grasses
e,x,y,y,Yes,a,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,meadows
e,f,y,y,Yes,a,f,close,broad,brown,e,r,s,scaly,w,w,p,white,o,pendant,n,scattered,paths
e,x,y,n,Yes,a,f,close,broad,white,e,r,s,scaly,w,w,p,white,o,pendant,n,scattered,paths
e,f,y,n,Yes,a,f,close,broad,white,e,r,s,scaly,w,w,p,white,o,pendant,n,solitary,grasses
e,x,y,w,Yes,a,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,meadows
e,f,f,n,No,n,f,crowded,broad,chocolate,t,e,s,smooth,w,w,p,white,o,evanescent,k,scattered,grasses
e,x,s,y,Yes,l,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,meadows
p,x,y,w,Yes,p,f,close,narrow,white,e,e,s,smooth,w,w,p,white,o,pendant,n,scattered,grasses
e,b,y,y,Yes,a,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,meadows
e,s,f,n,No,n,f,close,narrow,pink,e,e,s,smooth,w,w,p,white,o,pendant,n,several,urban
e,x,s,y,Yes,l,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,meadows
e,b,y,w,Yes,l,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,meadows
e,f,y,n,Yes,a,f,close,broad,brown,e,r,s,scaly,w,w,p,white,o,pendant,k,scattered,grasses
e,b,y,y,Yes,a,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,meadows
e,b,y,w,Yes,a,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,grasses
e,x,y,n,Yes,l,f,close,broad,brown,e,r,s,scaly,w,w,p,white,o,pendant,n,solitary,paths
e,f,f,g,No,n,f,close,narrow,pink,e,e,s,smooth,w,w,p,white,o,pendant,n,solitary,urban
e,x,f,g,No,n,f,close,narrow,gray,e,e,s,smooth,w,w,p,white,o,pendant,k,solitary,urban
e,b,y,y,Yes,l,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,grasses
e,x,s,y,Yes,l,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,meadows
e,b,y,w,Yes,l,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,grasses
e,x,s,w,Yes,a,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,meadows
e,b,s,y,Yes,a,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,meadows
e,x,s,y,Yes,a,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,meadows
e,x,f,g,No,n,f,crowded,broad,pink,t,e,f,fibrous,w,w,p,white,o,evanescent,k,scattered,grasses
e,f,s,y,Yes,a,f,crowded,narrow,pink,t,b,s,smooth,w,w,p,white,o,pendant,n,several,woods
p,x,y,w,Yes,p,f,close,narrow,pink,e,e,s,smooth,w,w,p,white,o,pendant,k,scattered,grasses
e,x,f,w,No,n,f,crowded,broad,black,t,e,f,smooth,w,w,p,white,o,evanescent,k,abundant,grasses
e,b,y,w,Yes,a,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,grasses
e,x,s,y,Yes,l,f,crowded,narrow,white,t,b,s,smooth,w,w,p,white,o,pendant,n,several,woods
e,b,y,w,Yes,a,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,grasses
e,x,y,w,Yes,l,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,grasses
e,x,f,n,Yes,n,f,close,broad,pink,t,b,s,smooth,g,p,p,white,o,pendant,n,solitary,woods
e,b,y,w,Yes,l,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,meadows
e,x,s,y,Yes,l,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,meadows
e,f,y,n,Yes,a,f,close,broad,pink,e,r,s,scaly,w,w,p,white,o,pendant,k,solitary,grasses
e,x,f,w,No,n,f,crowded,broad,brown,t,e,s,smooth,w,w,p,white,o,evanescent,n,scattered,grasses
e,x,s,y,Yes,l,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,grasses
p,x,y,w,Yes,p,f,close,narrow,brown,e,e,s,smooth,w,w,p,white,o,pendant,n,several,grasses
e,x,y,y,Yes,l,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,grasses
e,x,f,w,Yes,a,f,crowded,narrow,pink,t,b,s,smooth,w,w,p,white,o,pendant,n,several,woods
e,b,s,y,Yes,a,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,grasses
p,x,y,w,Yes,p,f,close,narrow,black,e,e,s,smooth,w,w,p,white,o,pendant,k,several,urban
e,x,s,y,Yes,a,f,crowded,narrow,white,t,b,s,smooth,w,w,p,white,o,pendant,n,several,woods
e,x,y,w,Yes,a,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,meadows
e,x,f,w,Yes,l,f,crowded,narrow,brown,t,b,s,smooth,w,w,p,white,o,pendant,n,several,woods
e,f,s,w,Yes,l,f,crowded,narrow,white,t,b,s,smooth,w,w,p,white,o,pendant,n,several,woods
e,x,y,y,Yes,l,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,meadows
e,f,f,y,Yes,a,f,crowded,narrow,white,t,b,s,smooth,w,w,p,white,o,pendant,u,several,woods
e,x,s,w,Yes,a,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,grasses
e,b,y,y,Yes,a,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,meadows
e,x,y,n,Yes,l,f,close,broad,pink,e,r,s,scaly,w,w,p,white,o,pendant,n,scattered,paths
e,b,y,w,Yes,l,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,grasses
e,x,s,y,Yes,a,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,meadows
p,x,y,n,Yes,p,f,close,narrow,brown,e,e,s,smooth,w,w,p,white,o,pendant,n,several,urban
e,b,s,y,Yes,l,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,grasses
e,b,y,w,Yes,a,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,grasses
p,x,y,n,Yes,p,f,close,narrow,white,e,e,s,smooth,w,w,p,white,o,pendant,k,several,urban
e,b,s,w,Yes,l,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,meadows
e,b,y,y,Yes,l,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,meadows
e,b,y,y,Yes,a,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,grasses
e,x,y,w,Yes,l,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,grasses
e,x,f,n,Yes,n,f,close,broad,pink,t,b,s,smooth,p,w,p,white,o,pendant,k,solitary,woods
e,x,y,n,Yes,a,f,close,broad,white,e,r,s,scaly,w,w,p,white,o,pendant,k,solitary,grasses
e,b,s,y,Yes,l,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,grasses
e,x,f,g,No,n,f,close,narrow,gray,e,e,s,smooth,w,w,p,white,o,pendant,n,several,urban
e,x,y,n,Yes,l,f,close,broad,brown,e,r,s,scaly,w,w,p,white,o,pendant,k,solitary,grasses
e,x,s,w,Yes,a,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,grasses
e,b,y,w,Yes,a,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,grasses
e,x,s,y,Yes,a,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,meadows
e,f,f,y,Yes,a,f,crowded,narrow,pink,t,b,s,smooth,w,w,p,white,o,pendant,n,several,woods
e,b,y,y,Yes,l,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,grasses
e,x,f,n,No,n,f,crowded,broad,brown,t,e,s,fibrous,w,w,p,white,o,evanescent,n,abundant,grasses
e,x,f,y,Yes,l,f,crowded,narrow,brown,t,b,s,smooth,w,w,p,white,o,pendant,n,several,woods
e,x,s,y,Yes,a,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,meadows
e,f,s,g,No,n,f,crowded,broad,brown,t,e,s,fibrous,w,w,p,white,o,evanescent,k,scattered,grasses
e,x,f,n,No,n,f,close,narrow,gray,e,e,s,smooth,w,w,p,white,o,pendant,n,solitary,urban
e,f,s,g,No,n,f,crowded,broad,chocolate,t,e,f,fibrous,w,w,p,white,o,evanescent,n,abundant,grasses
e,f,y,n,Yes,a,f,close,broad,pink,e,r,s,scaly,w,w,p,white,o,pendant,n,scattered,paths
e,b,y,w,Yes,a,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,grasses
e,b,s,y,Yes,a,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,meadows
e,x,y,y,Yes,l,f,close,broad,white,e,r,s,scaly,w,w,p,white,o,pendant,k,scattered,paths
e,s,f,g,No,n,f,close,narrow,gray,e,e,s,smooth,w,w,p,white,o,pendant,n,several,urban
e,f,y,n,Yes,a,f,close,broad,pink,e,r,s,scaly,w,w,p,white,o,pendant,n,solitary,paths
p,x,y,n,Yes,p,f,close,narrow,black,e,e,s,smooth,w,w,p,white,o,pendant,k,scattered,urban
e,x,y,y,Yes,a,f,close,broad,pink,e,r,s,scaly,w,w,p,white,o,pendant,n,solitary,paths
e,x,y,y,Yes,a,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,grasses
e,x,f,n,No,n,f,crowded,broad,chocolate,t,e,s,fibrous,w,w,p,white,o,evanescent,n,scattered,grasses
e,x,f,n,No,n,f,crowded,broad,pink,t,e,f,fibrous,w,w,p,white,o,evanescent,k,abundant,grasses
e,f,s,n,No,n,f,crowded,broad,black,t,e,f,smooth,w,w,p,white,o,evanescent,k,abundant,grasses
e,f,y,n,Yes,a,f,close,broad,brown,e,r,s,scaly,w,w,p,white,o,pendant,n,scattered,paths
e,x,s,y,Yes,a,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,grasses
e,f,f,n,No,n,f,close,narrow,pink,e,e,s,smooth,w,w,p,white,o,pendant,k,several,urban
e,x,y,y,Yes,a,f,close,broad,white,e,r,s,scaly,w,w,p,white,o,pendant,n,scattered,paths
e,x,f,y,Yes,a,f,crowded,narrow,pink,t,b,s,smooth,w,w,p,white,o,pendant,u,several,woods
e,b,y,y,Yes,a,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,grasses
e,x,f,g,No,n,f,crowded,broad,brown,t,e,s,smooth,w,w,p,white,o,evanescent,k,scattered,grasses
e,x,y,y,Yes,a,f,close,broad,white,e,r,s,scaly,w,w,p,white,o,pendant,n,scattered,grasses
e,f,y,n,Yes,l,f,close,broad,brown,e,r,s,scaly,w,w,p,white,o,pendant,k,solitary,grasses
e,x,s,y,Yes,a,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,meadows
e,s,f,n,No,n,f,close,narrow,brown,e,e,s,smooth,w,w,p,white,o,pendant,n,solitary,urban
e,x,s,w,Yes,a,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,meadows
e,b,s,w,Yes,l,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,grasses
e,s,f,n,No,n,f,close,narrow,black,e,e,s,smooth,w,w,p,white,o,pendant,k,solitary,urban
e,b,y,y,Yes,l,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,meadows
e,x,y,y,Yes,l,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,grasses
e,b,y,y,Yes,a,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,grasses
p,x,y,n,Yes,p,f,close,narrow,pink,e,e,s,smooth,w,w,p,white,o,pendant,k,scattered,urban
e,x,s,w,No,n,f,crowded,broad,black,t,e,f,smooth,w,w,p,white,o,evanescent,n,scattered,grasses
e,x,y,w,Yes,a,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,meadows
e,b,s,w,Yes,a,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,grasses
e,x,f,n,Yes,n,f,close,broad,brown,t,b,s,smooth,g,w,p,white,o,pendant,n,solitary,woods
p,x,s,n,Yes,p,f,close,narrow,white,e,e,s,smooth,w,w,p,white,o,pendant,n,scattered,urban
e,x,y,n,Yes,l,f,close,broad,white,e,r,s,scaly,w,w,p,white,o,pendant,k,solitary,paths
e,x,s,n,No,n,f,crowded,broad,brown,t,e,s,smooth,w,w,p,white,o,evanescent,k,abundant,grasses
e,b,y,y,Yes,l,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,meadows
e,x,s,y,Yes,a,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,meadows
e,b,s,y,Yes,a,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,meadows
e,x,s,y,Yes,l,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,meadows
e,b,y,w,Yes,a,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,grasses
e,x,f,g,No,n,f,close,narrow,black,e,e,s,smooth,w,w,p,white,o,pendant,n,several,urban
e,f,y,n,Yes,a,f,close,broad,white,e,r,s,scaly,w,w,p,white,o,pendant,k,scattered,grasses
e,x,f,g,No,n,f,crowded,broad,chocolate,t,e,f,fibrous,w,w,p,white,o,evanescent,n,abundant,grasses
e,x,s,w,Yes,l,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,meadows
e,x,y,y,Yes,l,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,meadows
e,x,f,g,No,n,f,close,narrow,brown,e,e,s,smooth,w,w,p,white,o,pendant,k,several,urban
p,x,s,n,Yes,p,f,close,narrow,pink,e,e,s,smooth,w,w,p,white,o,pendant,n,scattered,urban
e,b,y,w,Yes,l,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,grasses
e,b,y,w,Yes,a,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,meadows
p,x,y,n,Yes,p,f,close,narrow,pink,e,e,s,smooth,w,w,p,white,o,pendant,n,several,urban
e,b,s,y,Yes,l,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,meadows
e,x,s,w,Yes,l,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,meadows
e,x,y,y,Yes,l,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,meadows
e,b,y,y,Yes,l,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,grasses
e,x,s,w,Yes,a,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,meadows
e,x,s,w,Yes,a,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,grasses
e,x,y,n,Yes,l,f,close,broad,white,e,r,s,scaly,w,w,p,white,o,pendant,n,solitary,paths
e,x,s,w,Yes,a,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,meadows
e,x,s,n,No,n,f,crowded,broad,brown,t,e,f,fibrous,w,w,p,white,o,evanescent,k,scattered,grasses
e,x,y,n,Yes,l,f,close,broad,brown,e,r,s,scaly,w,w,p,white,o,pendant,n,scattered,paths
e,x,y,y,Yes,l,f,close,broad,brown,e,r,s,scaly,w,w,p,white,o,pendant,k,solitary,grasses
p,x,y,n,Yes,p,f,close,narrow,black,e,e,s,smooth,w,w,p,white,o,pendant,k,several,grasses
e,b,y,y,Yes,a,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,grasses
e,x,f,w,Yes,l,f,crowded,narrow,pink,t,b,s,smooth,w,w,p,white,o,pendant,u,several,woods
p,x,s,n,Yes,p,f,close,narrow,white,e,e,s,smooth,w,w,p,white,o,pendant,k,scattered,urban
e,x,y,y,Yes,l,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,grasses
e,f,f,g,No,n,f,crowded,broad,chocolate,t,e,f,fibrous,w,w,p,white,o,evanescent,n,abundant,grasses
e,x,y,w,Yes,l,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,grasses
e,b,y,w,Yes,a,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,meadows
p,x,y,n,Yes,p,f,close,narrow,pink,e,e,s,smooth,w,w,p,white,o,pendant,n,scattered,urban
e,f,y,n,Yes,l,f,close,broad,white,e,r,s,scaly,w,w,p,white,o,pendant,k,scattered,grasses
e,x,s,w,Yes,l,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,meadows
e,x,s,w,Yes,a,f,crowded,narrow,brown,t,b,s,smooth,w,w,p,white,o,pendant,n,several,woods
e,f,y,n,Yes,a,f,close,broad,brown,e,r,s,scaly,w,w,p,white,o,pendant,n,solitary,paths
e,b,s,w,Yes,a,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,meadows
e,x,s,w,No,n,f,crowded,broad,pink,t,e,f,fibrous,w,w,p,white,o,evanescent,k,abundant,grasses
e,f,f,g,No,n,f,close,narrow,brown,e,e,s,smooth,w,w,p,white,o,pendant,n,several,urban
e,x,y,w,Yes,a,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,grasses
e,x,y,y,Yes,l,f,close,broad,brown,e,r,s,scaly,w,w,p,white,o,pendant,n,solitary,grasses
e,b,s,y,Yes,l,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,grasses
e,b,s,y,Yes,l,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,grasses
e,f,s,w,Yes,l,f,crowded,narrow,brown,t,b,s,smooth,w,w,p,white,o,pendant,n,several,woods
e,b,s,w,Yes,a,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,meadows
e,x,f,y,Yes,a,f,crowded,narrow,brown,t,b,s,smooth,w,w,p,white,o,pendant,u,several,woods
e,x,y,w,Yes,l,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,meadows
e,b,y,y,Yes,l,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,meadows
e,x,y,n,Yes,a,f,close,broad,pink,e,r,s,scaly,w,w,p,white,o,pendant,n,solitary,paths
e,x,y,w,Yes,l,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,meadows
e,x,y,w,Yes,l,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,meadows
e,x,y,y,Yes,a,f,close,broad,pink,e,r,s,scaly,w,w,p,white,o,pendant,k,solitary,paths
e,x,y,w,Yes,l,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,meadows
e,x,s,y,Yes,l,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,meadows
e,x,y,n,Yes,l,f,close,broad,pink,e,r,s,scaly,w,w,p,white,o,pendant,k,scattered,grasses
e,x,s,w,Yes,l,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,grasses
e,f,y,n,Yes,l,f,close,broad,brown,e,r,s,scaly,w,w,p,white,o,pendant,k,scattered,grasses
e,b,s,w,Yes,l,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,meadows
e,x,f,n,Yes,n,f,close,broad,brown,t,b,s,smooth,g,p,p,white,o,pendant,n,solitary,woods
e,x,y,w,Yes,l,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,meadows
e,b,s,w,Yes,l,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,grasses
e,b,s,y,Yes,l,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,meadows
e,x,f,y,Yes,l,f,crowded,narrow,pink,t,b,s,smooth,w,w,p,white,o,pendant,n,several,woods
e,b,s,w,Yes,l,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,meadows
e,x,s,g,No,n,f,crowded,broad,chocolate,t,e,s,fibrous,w,w,p,white,o,evanescent,k,abundant,grasses
e,b,s,w,Yes,a,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,grasses
e,b,s,y,Yes,l,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,meadows
e,f,y,y,Yes,a,f,close,broad,brown,e,r,s,scaly,w,w,p,white,o,pendant,k,solitary,paths
e,f,y,n,Yes,a,f,close,broad,white,e,r,s,scaly,w,w,p,white,o,pendant,n,solitary,paths
e,x,s,w,Yes,a,f,close,broad,black,e,c,s,smooth,w,w,p,white,o,pendant,n,scattered,meadows
e,f,y,y,Yes,l,f,close,broad,brown,e,r,s,scaly,w,w,p,white,o,pendant,n,scattered,grasses
e,b,s,w,Yes,a,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,grasses
e,x,y,y,Yes,a,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,meadows
e,x,f,n,No,n,f,close,narrow,black,e,e,s,smooth,w,w,p,white,o,pendant,k,several,urban
e,f,y,n,Yes,a,f,close,broad,pink,e,r,s,scaly,w,w,p,white,o,pendant,n,solitary,grasses
e,x,s,w,Yes,a,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,meadows
e,x,s,y,Yes,l,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,grasses
e,b,y,y,Yes,l,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,grasses
e,f,y,y,Yes,a,f,close,broad,white,e,r,s,scaly,w,w,p,white,o,pendant,n,scattered,paths
e,x,y,y,Yes,l,f,close,broad,gray,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,grasses
e,x,y,w,Yes,a,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,k,numerous,meadows
e,f,f,w,Yes,a,f,crowded,narrow,brown,t,b,s,smooth,w,w,p,white,o,pendant,u,several,woods
e,s,f,g,No,n,f,close,narrow,black,e,e,s,smooth,w,w,p,white,o,pendant,k,solitary,urban
e,f,s,y,Yes,l,f,crowded,narrow,brown,t,b,s,smooth,w,w,p,white,o,pendant,n,several,woods
e,f,f,g,No,n,f,close,narrow,black,e,e,s,smooth,w,w,p,white,o,pendant,k,solitary,urban
e,x,f,n,No,n,f,close,narrow,pink,e,e,s,smooth,w,w,p,white,o,pendant,n,solitary,urban
e,b,y,w,Yes,a,f,close,broad,white,e,c,s,smooth,w,w,p,white,o,pendant,n,numerous,grasses
e,x,s,w,Yes,a,f,crowded,narrow,pink,t,b,s,smooth,w,w,p,white,o,pendant,n,several,woods
e,b,y,y,Yes,l,f,close,broad,brown,e,c,s,smooth,w,w,p,white,o,pendant,k,scattered,meadows
